pertanyaan;jawaban;kategori
berapa jangka waktu mhs nonaktif?;"Ketetuan Pengajuan Cuti Akademik
1. Mahasiswa dapat mengajukan cuti akademik antara lain dengan alasan keuangan dan/atau sakit.
2. Ketentuan pengajuan cuti adalah sebagai berikut
a. Mahasiswa sudah menempuh sekurang-kurangnya 4 (empat) semester
b. Mahasiswa yang karena alasan sakit/hamil dapat mengambil cuti akademik walaupun belum mencapai lama studi empat semester.
c. Mahasiswa sudah menyelesaikan kewajiban administrasi dan keuangan yang ditentukan.
d. Cuti akademik diberikan selama-lamanya selama 2 (dua) semester dan tidak boleh diambil secara berturut-turut.
e. Cuti akademik diperhitungkan dalam batas lama studi.
f. Permohonan cuti diajukan kepada Rektor sesuai dengan jadwal yang tertera pada kalender akademik.
g. Permohonan cuti disertai dengan dokumen penunjang yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.";administratif
Berapa kali diperbolehkan mahasiswa mengambil cuti akademik?;"Ketetuan Pengajuan Cuti Akademik
1. Mahasiswa dapat mengajukan cuti akademik antara lain dengan alasan keuangan dan/atau sakit.
2. Ketentuan pengajuan cuti adalah sebagai berikut
a. Mahasiswa sudah menempuh sekurang-kurangnya 4 (empat) semester
b. Mahasiswa yang karena alasan sakit/hamil dapat mengambil cuti akademik walaupun belum mencapai lama studi empat semester.
c. Mahasiswa sudah menyelesaikan kewajiban administrasi dan keuangan yang ditentukan.
d. Cuti akademik diberikan selama-lamanya selama 2 (dua) semester dan tidak boleh diambil secara berturut-turut.
e. Cuti akademik diperhitungkan dalam batas lama studi.
f. Permohonan cuti diajukan kepada Rektor sesuai dengan jadwal yang tertera pada kalender akademik.
g. Permohonan cuti disertai dengan dokumen penunjang yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.";administratif
dokumen pengajuan Cuti akademik harus di setujui siapa saja?;"Ketetuan Pengajuan Cuti Akademik
1. Mahasiswa dapat mengajukan cuti akademik antara lain dengan alasan keuangan dan/atau sakit.
2. Ketentuan pengajuan cuti adalah sebagai berikut
a. Mahasiswa sudah menempuh sekurang-kurangnya 4 (empat) semester
b. Mahasiswa yang karena alasan sakit/hamil dapat mengambil cuti akademik walaupun belum mencapai lama studi empat semester.
c. Mahasiswa sudah menyelesaikan kewajiban administrasi dan keuangan yang ditentukan.
d. Cuti akademik diberikan selama-lamanya selama 2 (dua) semester dan tidak boleh diambil secara berturut-turut.
e. Cuti akademik diperhitungkan dalam batas lama studi.
f. Permohonan cuti diajukan kepada Rektor sesuai dengan jadwal yang tertera pada kalender akademik.
g. Permohonan cuti disertai dengan dokumen penunjang yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.";administratif
kriteria mahasiswa yang boleh cuti bagaimana?;"Ketetuan Pengajuan Cuti Akademik
1. Mahasiswa dapat mengajukan cuti akademik antara lain dengan alasan keuangan dan/atau sakit.
2. Ketentuan pengajuan cuti adalah sebagai berikut
a. Mahasiswa sudah menempuh sekurang-kurangnya 4 (empat) semester
b. Mahasiswa yang karena alasan sakit/hamil dapat mengambil cuti akademik walaupun belum mencapai lama studi empat semester.
c. Mahasiswa sudah menyelesaikan kewajiban administrasi dan keuangan yang ditentukan.
d. Cuti akademik diberikan selama-lamanya selama 2 (dua) semester dan tidak boleh diambil secara berturut-turut.
e. Cuti akademik diperhitungkan dalam batas lama studi.
f. Permohonan cuti diajukan kepada Rektor sesuai dengan jadwal yang tertera pada kalender akademik.
g. Permohonan cuti disertai dengan dokumen penunjang yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.";administratif
saya ingin mengajukan cuti karena terkendala biaya, adakah aturan dan ketentuan khusus yang dibutuhkan untuk prosesnya?;"Ketetuan Pengajuan Cuti Akademik
1. Mahasiswa dapat mengajukan cuti akademik antara lain dengan alasan keuangan dan/atau sakit.
2. Ketentuan pengajuan cuti adalah sebagai berikut
a. Mahasiswa sudah menempuh sekurang-kurangnya 4 (empat) semester
b. Mahasiswa yang karena alasan sakit/hamil dapat mengambil cuti akademik walaupun belum mencapai lama studi empat semester.
c. Mahasiswa sudah menyelesaikan kewajiban administrasi dan keuangan yang ditentukan.
d. Cuti akademik diberikan selama-lamanya selama 2 (dua) semester dan tidak boleh diambil secara berturut-turut.
e. Cuti akademik diperhitungkan dalam batas lama studi.
f. Permohonan cuti diajukan kepada Rektor sesuai dengan jadwal yang tertera pada kalender akademik.
g. Permohonan cuti disertai dengan dokumen penunjang yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.";administratif
saya maba semester 2, saya sakit habis kecelakaan dalam tahap pengobatan intensif apakah saya dapat mengajukan  permohonanan cuti akademik?;"Ketetuan Pengajuan Cuti Akademik
1. Mahasiswa dapat mengajukan cuti akademik antara lain dengan alasan keuangan dan/atau sakit.
2. Ketentuan pengajuan cuti adalah sebagai berikut
a. Mahasiswa sudah menempuh sekurang-kurangnya 4 (empat) semester
b. Mahasiswa yang karena alasan sakit/hamil dapat mengambil cuti akademik walaupun belum mencapai lama studi empat semester.
c. Mahasiswa sudah menyelesaikan kewajiban administrasi dan keuangan yang ditentukan.
d. Cuti akademik diberikan selama-lamanya selama 2 (dua) semester dan tidak boleh diambil secara berturut-turut.
e. Cuti akademik diperhitungkan dalam batas lama studi.
f. Permohonan cuti diajukan kepada Rektor sesuai dengan jadwal yang tertera pada kalender akademik.
g. Permohonan cuti disertai dengan dokumen penunjang yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.";administratif
ttd atau paraf siapa yang di butuhkan untuk surat permohonan cuti?;"Ketetuan Pengajuan Cuti Akademik
1. Mahasiswa dapat mengajukan cuti akademik antara lain dengan alasan keuangan dan/atau sakit.
2. Ketentuan pengajuan cuti adalah sebagai berikut
a. Mahasiswa sudah menempuh sekurang-kurangnya 4 (empat) semester
b. Mahasiswa yang karena alasan sakit/hamil dapat mengambil cuti akademik walaupun belum mencapai lama studi empat semester.
c. Mahasiswa sudah menyelesaikan kewajiban administrasi dan keuangan yang ditentukan.
d. Cuti akademik diberikan selama-lamanya selama 2 (dua) semester dan tidak boleh diambil secara berturut-turut.
e. Cuti akademik diperhitungkan dalam batas lama studi.
f. Permohonan cuti diajukan kepada Rektor sesuai dengan jadwal yang tertera pada kalender akademik.
g. Permohonan cuti disertai dengan dokumen penunjang yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.";administratif
bagaimana alur untuk mengembalikan status mahasiswa?;mengisi Blanko_Pemulihan_Status_Mahasiswa.docx . Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;administratif
dokumen-dokumen apa saja yang perlukan untuk pemulihan status mahasiswa mangkir? ;mengisi Blanko_Pemulihan_Status_Mahasiswa.docx . Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;administratif
langkah-langkah untuk pemulihan status mahasiswa habis nonaktif!;mengisi Blanko_Pemulihan_Status_Mahasiswa.docx . Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;administratif
pengembalian status mhs apa saja tahapannya?;mengisi Blanko_Pemulihan_Status_Mahasiswa.docx . Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;administratif
proses permohonan mahasiswa kembali aktif kelar cuti!;mengisi Blanko_Pemulihan_Status_Mahasiswa.docx . Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;administratif
tahapan dan syarat pengembalian status setelah cuti akademik!;mengisi Blanko_Pemulihan_Status_Mahasiswa.docx . Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;administratif
untuk tahapan pemulihan status mahasiswa mangkir bagaimana?;mengisi Blanko_Pemulihan_Status_Mahasiswa.docx . Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;administratif
blangko pengajuan pengembalian status mahasiswa cuti didapat dimana?;Blanko_Pemulihan_Status_Mahasiswa.docx;administratif
form pemulihan status mhs bisa download dimana?;Blanko_Pemulihan_Status_Mahasiswa.docx;administratif
format surat pengajuan pemulihan status mhs nonaktif seperti apa?;Blanko_Pemulihan_Status_Mahasiswa.docx;administratif
minta template pemulihan status selesai cuti!;Blanko_Pemulihan_Status_Mahasiswa.docx;administratif
apa saja berkas dan syarat yang harus dipenuhi jika saya ingin resign dari perkuliahan?;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";administratif
apa saja yang perlu diurus untuk keluar dari UPN?;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";administratif
bagaimana alur prosedur mengundurkan diri dari bangku perkuliahan?;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";administratif
bagaimana proses mengundurkan diri dari kampus?;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";administratif
Ketentuan pengunduran diri dari kampus!;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";administratif
tatacara yang harus saya ikuti apabila saya ingin mengundurkan diri dari pendidikan?;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";administratif
yang harus disiapkan untuk resign dari UPNVY?;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";administratif
di website mana saya bisa mendapatkan template resign kuliah?;Blanko_Pengunduran_Diri.docx;administratif
dimana saya bisa mengunduh form pengunduran diri dari kampus?;Blanko_Pengunduran_Diri.docx;administratif
file download undur diri dari perkuliahan.;Blanko_Pengunduran_Diri.docx;administratif
formulir pengajuan resign dari kampus.;Blanko_Pengunduran_Diri.docx;administratif
Ada yang tau cara dapat transkrip online ga ya lur?;Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#NIM contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
apa transkrip boleh print/cetak [individu|sendiri] sekarang?;Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#NIM contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
apakah transkrip nilai dapat di download/unduh sendiri?;Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#NIM contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
boleh minta transkrip nilai nim 123160173?;Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#NIM contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
kalau mau mengajukan cetak transkrip nilai dimana?;Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#NIM contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
layanan permohonan transkrip nilai?;Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#NIM contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
template permintaan transkrip nilai?;Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#NIM contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
tutorial mendapatkan transkrip nilai secara online?;Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#NIM contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
boleh saya meminta file transkrip nilai terbaru?;Isi Blanko_Transkrip_Sementara dan fotokopi Kartu Tanda Mahassiswa (KTM) dan serahkan pada bagian TU Fakultas atau Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#123160175 contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
kalau mau permohonan transkrip nilai bagaimana urutan [cara|prosedur]nya?;Isi Blanko_Transkrip_Sementara dan fotokopi Kartu Tanda Mahassiswa (KTM) dan serahkan pada bagian TU Fakultas atau Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#123160175 contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
ketentuan permohonan transkrip nilai apa aja?;Isi Blanko_Transkrip_Sementara dan fotokopi Kartu Tanda Mahassiswa (KTM) dan serahkan pada bagian TU Fakultas atau Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#123160175 contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
proses permohonan hardcopy transkrip nilai bagaimana?;Isi Blanko_Transkrip_Sementara dan fotokopi Kartu Tanda Mahassiswa (KTM) dan serahkan pada bagian TU Fakultas atau Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#123160175 contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
saya mau meminta cetak transkrip nilai terbaru?;Isi Blanko_Transkrip_Sementara dan fotokopi Kartu Tanda Mahassiswa (KTM) dan serahkan pada bagian TU Fakultas atau Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#123160175 contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
saya perlu softfile transkrip nilai, bagaimana tutorial membuat permohonan pengajuannya?;Isi Blanko_Transkrip_Sementara dan fotokopi Kartu Tanda Mahassiswa (KTM) dan serahkan pada bagian TU Fakultas atau Balas pesan berikut dengan format TRANSKRIPNILAI#NAMA#123160175 contoh: TRANSKRIPNILAI#NINDITYA SALMA NUR AINI#123160175;administratif
dimana ambil permohonan transkrip nilai?;Blanko_Transkrip_Sementara.docx;administratif
link download blangko permohonan transkrip nilai dimana?;Blanko_Transkrip_Sementara.docx;administratif
minta file form/format/formulir permohonan transkrip nilai?;Blanko_Transkrip_Sementara.docx;administratif
tidak di terima pengajuan keringanan apakah harus bayar penuh?;benar.;administratif
adakah pembayaran selain ukt seperti uang pembangunan?  ;Biaya daftar ulang mahasiswa baru adalah yang tertera pada kolom semester 1, biaya tersebut sudah mencakup seluruh biaya. Jadi tidak ada biaya tambahan lain.;administratif
apakah ada biaya gedung untuk daftar ulang?;Biaya daftar ulang mahasiswa baru adalah yang tertera pada kolom semester 1, biaya tersebut sudah mencakup seluruh biaya. Jadi tidak ada biaya tambahan lain.;administratif
Apakah ada biaya tambahan lain, selain pada biaya yang sudah tertera ?;Biaya daftar ulang mahasiswa baru adalah yang tertera pada kolom semester 1, biaya tersebut sudah mencakup seluruh biaya. Jadi tidak ada biaya tambahan lain.;administratif
#ASK Bayar UKT pakai mbanking ke bank error terus gimana turorial ya ? ;"Metode Pembayaran UKT
a.  Kantor  Cabang  Bank  BNI
 1.  Isi  slip  pembayaran (tunai  atau  transfer)
 2.  Informasikan  ke  teller (Nama  Universitas  dan  kode  billing/pembayaran)
 3.  Teller  melakukan  verifikasi  data  (nama,  nominal pembayaran,  dlI)
 4.  Lakukan  pembayaran.
 5.  Simpan  slip  bukti  bayar.
b.  ATM  BNI
 1.  Gunakan  mesin  ATM  BNI  dan kartu  Debit  BNI
 2.  Pilih  MENU  LAINNYA  >  PEMBAYARAN  >  ?MENU BERIKUTNYA  >  ?UNIVERSITAS
 3.  Pilih  STUDENT  PAYMENT  CENTER
 4.  Pilih  kode  lembaga  pendidikan  >  cari  kode  UPN  JOGJA  9003
 5.  Pilih  menu  ENTRY
 6.  Masukkan  dengan  format  (KODE  UNIVERSITAS  +  KODE  BILLING/PEMBAYARAN)
 7.  Chek  kembali  informasi  di  layar
 8.  Jika  sudah  sesuai  klik  BAYAR
 9.  Simpan  kertas  bukti  transaksi
c.  E-banking
 1.  Gunakan  e-banking  BNI
 2.  Pilih  TRANSAKSI  >  PEMBELIAN/PEMBAYARAN  >  PEMBAYARAN  TAGIHAN
 3.  Lakukan  pengisian  data  -  pilih  PEMBAYARAN  -  pilih  nama  universitas  UPN VeteranYogyakarta Masukkan  nomor  tagihan  (KODE  BILLING/PEMBAYARAN)
 4.  Chek  kembali  informasi  di  layar
 5.  Input  8  digit  nomor  yang  mucul  di  BNI  e- secure  (TOKEN  BNI)
 6.  Input  4  digit  nomor  yang  mucul  di  BNI  e- secure  (TOKEN  BNI)  ke  aplikasi  internet
 banking
 7.  Jika  sudah  sesuai  klik  BAYAR
 8.  Simpan  kertas  bukti  bayar.
d.  M-banking
 1.  Gunakan  m-banking  BNI
 2.  Pilih  PEMBAYARAN  >  BIAYA  PENDIDIKAN
 3.  Pilih  JENIS  LAYANAN  >  PEMBAYARAN
 4.  Pilih  UNIVERSITAS  > UPN Veteran Yogyakarta
 5.  Masukkan  KODE BILLING/PEMBAYARAN
 6.  Masukkan  password  transaksi
 7.  Jika  sudah  sesuai  klik  LANJUT
 8.  Download  dan  simpan  bukti  bayar.";administratif
